CMDLINE C:\Users\gabri\venvs\horus\Scripts\python.exe analyse.py Telegram
MEM 1.921875 1720666468.8976
MEM 8.300781 1720666469.0116
MEM 8.300781 1720666469.1152
MEM 8.300781 1720666469.2252
MEM 8.300781 1720666469.3350
MEM 8.300781 1720666469.4450
MEM 8.300781 1720666469.5544
MEM 8.300781 1720666469.6643
MEM 8.300781 1720666469.7749
MEM 8.300781 1720666469.8849
MEM 8.300781 1720666469.9875
MEM 8.300781 1720666470.0977
MEM 8.300781 1720666470.2081
MEM 8.300781 1720666470.3103
MEM 8.300781 1720666470.4193
MEM 8.300781 1720666470.5295
MEM 8.300781 1720666470.6336
MEM 8.300781 1720666470.7442
MEM 8.300781 1720666470.8521
MEM 8.300781 1720666470.9619
MEM 8.300781 1720666471.0722
MEM 8.300781 1720666471.1821
MEM 8.300781 1720666471.2924
MEM 8.300781 1720666471.4020
MEM 8.300781 1720666471.5119
MEM 8.300781 1720666471.6214
MEM 8.300781 1720666471.7313
MEM 8.300781 1720666471.8413
MEM 8.300781 1720666471.9512
MEM 8.300781 1720666472.0611
MEM 8.300781 1720666472.1710
MEM 8.300781 1720666472.2808
MEM 8.300781 1720666472.3967
MEM 8.300781 1720666472.5065
MEM 8.300781 1720666472.6163
MEM 8.300781 1720666472.7261
MEM 8.300781 1720666472.8361
MEM 8.300781 1720666472.9460
MEM 8.300781 1720666473.0561
MEM 8.300781 1720666473.1659
MEM 8.300781 1720666473.2760
MEM 8.300781 1720666473.3859
MEM 8.300781 1720666473.4961
MEM 8.300781 1720666473.6059
MEM 8.300781 1720666473.7154
MEM 8.300781 1720666473.8255
MEM 8.300781 1720666473.9353
MEM 8.300781 1720666474.0454
MEM 8.300781 1720666474.1553
MEM 8.300781 1720666474.2653
MEM 8.300781 1720666474.3751
MEM 8.300781 1720666474.4849
MEM 8.300781 1720666474.5951
MEM 8.300781 1720666474.7049
MEM 8.300781 1720666474.8154
MEM 8.300781 1720666474.9255
MEM 8.300781 1720666475.0353
MEM 8.300781 1720666475.1452
MEM 8.300781 1720666475.2550
MEM 8.300781 1720666475.3648
MEM 8.300781 1720666475.4750
MEM 8.300781 1720666475.5848
MEM 8.300781 1720666475.6947
MEM 8.300781 1720666475.8049
MEM 8.300781 1720666475.9153
MEM 8.300781 1720666476.0251
MEM 8.300781 1720666476.1349
MEM 8.300781 1720666476.2441
MEM 8.300781 1720666476.3540
MEM 8.300781 1720666476.4638
MEM 8.300781 1720666476.5736
MEM 8.300781 1720666476.6839
MEM 8.300781 1720666476.7937
MEM 8.300781 1720666476.9047
MEM 8.300781 1720666477.0149
MEM 8.300781 1720666477.1247
MEM 8.300781 1720666477.2345
MEM 8.300781 1720666477.3443
MEM 8.300781 1720666477.4593
MEM 8.300781 1720666477.5691
MEM 8.300781 1720666477.6789
MEM 8.300781 1720666477.7887
MEM 8.300781 1720666477.8987
MEM 8.300781 1720666478.0091
MEM 8.300781 1720666478.1190
MEM 8.300781 1720666478.2287
MEM 8.300781 1720666478.3385
MEM 8.300781 1720666478.4483
MEM 8.300781 1720666478.5584
MEM 8.300781 1720666478.6682
MEM 8.300781 1720666478.7781
MEM 8.300781 1720666478.8879
MEM 8.300781 1720666478.9981
MEM 8.300781 1720666479.1083
MEM 8.300781 1720666479.2181
MEM 8.300781 1720666479.3279
MEM 8.300781 1720666479.4376
MEM 8.300781 1720666479.5478
