CMDLINE C:\Users\gabri\venvs\horus\Scripts\python.exe analyse.py Telegram
MEM 1.847656 1720666052.0896
MEM 8.289062 1720666052.1972
MEM 8.289062 1720666052.3065
MEM 8.289062 1720666052.4153
MEM 8.289062 1720666052.5240
MEM 8.289062 1720666052.6330
MEM 8.289062 1720666052.7434
MEM 8.289062 1720666052.8537
MEM 8.289062 1720666052.9633
MEM 8.289062 1720666053.0713
MEM 8.289062 1720666053.1782
MEM 8.289062 1720666053.2888
MEM 8.289062 1720666053.3985
MEM 8.289062 1720666053.5057
MEM 8.289062 1720666053.6137
MEM 8.289062 1720666053.7232
MEM 8.289062 1720666053.8338
MEM 8.289062 1720666053.9428
MEM 8.289062 1720666054.0526
MEM 8.289062 1720666054.1624
MEM 8.289062 1720666054.2721
MEM 8.289062 1720666054.3823
MEM 8.289062 1720666054.4921
MEM 8.289062 1720666054.5998
MEM 8.289062 1720666054.7073
MEM 8.289062 1720666054.8163
MEM 8.289062 1720666054.9246
MEM 8.289062 1720666055.0375
MEM 8.289062 1720666055.1461
MEM 8.289062 1720666055.2562
MEM 8.289062 1720666055.3633
MEM 8.289062 1720666055.4712
MEM 8.289062 1720666055.5787
MEM 8.289062 1720666055.6866
MEM 8.289062 1720666055.7958
MEM 8.289062 1720666055.9056
MEM 8.289062 1720666056.0149
MEM 8.289062 1720666056.1237
MEM 8.289062 1720666056.2326
MEM 8.289062 1720666056.3423
MEM 8.289062 1720666056.4506
MEM 8.289062 1720666056.5606
MEM 8.289062 1720666056.6699
MEM 8.289062 1720666056.7790
MEM 8.289062 1720666056.8863
MEM 8.289062 1720666056.9953
MEM 8.289062 1720666057.1040
MEM 8.289062 1720666057.2115
MEM 8.289062 1720666057.3195
MEM 8.289062 1720666057.4288
MEM 8.289062 1720666057.5376
MEM 8.289062 1720666057.6446
MEM 8.289062 1720666057.7539
MEM 8.289062 1720666057.8610
MEM 8.289062 1720666057.9684
MEM 8.289062 1720666058.0753
MEM 8.289062 1720666058.1826
MEM 8.289062 1720666058.2926
MEM 8.289062 1720666058.4021
MEM 8.289062 1720666058.5107
MEM 8.289062 1720666058.6178
MEM 8.289062 1720666058.7281
MEM 8.289062 1720666058.8359
MEM 8.289062 1720666058.9439
MEM 8.289062 1720666059.0541
MEM 8.289062 1720666059.1636
MEM 8.289062 1720666059.2745
MEM 8.289062 1720666059.3822
MEM 8.289062 1720666059.4907
MEM 8.289062 1720666059.5993
MEM 8.289062 1720666059.7077
MEM 8.289062 1720666059.8163
MEM 8.289062 1720666059.9254
MEM 8.289062 1720666060.0365
MEM 8.289062 1720666060.1444
MEM 8.289062 1720666060.2519
MEM 8.289062 1720666060.3594
MEM 8.289062 1720666060.4702
MEM 8.289062 1720666060.5799
MEM 8.289062 1720666060.6893
MEM 8.289062 1720666060.8009
MEM 8.289062 1720666060.9112
MEM 8.289062 1720666061.0201
MEM 8.289062 1720666061.1298
MEM 8.289062 1720666061.2384
MEM 8.289062 1720666061.3482
MEM 8.289062 1720666061.4566
MEM 8.289062 1720666061.5657
MEM 8.289062 1720666061.6745
MEM 8.289062 1720666061.7834
MEM 8.289062 1720666061.8925
MEM 8.289062 1720666062.0022
MEM 8.289062 1720666062.1101
MEM 8.289062 1720666062.2183
MEM 8.289062 1720666062.3273
MEM 8.289062 1720666062.4363
MEM 8.289062 1720666062.5439
MEM 8.289062 1720666062.6544
MEM 8.289062 1720666062.7623
MEM 8.289062 1720666062.8726
MEM 8.289062 1720666062.9809
MEM 8.289062 1720666063.0906
MEM 8.289062 1720666063.1992
MEM 8.289062 1720666063.3077
