CMDLINE python analyse.py Telegram
MEM 1.585938 1720666364.5855
MEM 12.546875 1720666364.6941
MEM 19.074219 1720666364.7967
MEM 20.339844 1720666364.9074
MEM 20.382812 1720666365.0175
MEM 22.511719 1720666365.1274
MEM 24.695312 1720666365.2372
MEM 26.691406 1720666365.3469
MEM 27.714844 1720666365.4574
MEM 28.316406 1720666365.5683
MEM 29.097656 1720666365.6792
MEM 30.234375 1720666365.7890
MEM 30.425781 1720666365.8990
MEM 33.656250 1720666366.0050
MEM 34.781250 1720666366.1173
MEM 35.605469 1720666366.2293
MEM 35.988281 1720666366.3315
MEM 36.816406 1720666366.4476
MEM 37.628906 1720666366.5495
MEM 39.230469 1720666366.6594
MEM 40.257812 1720666366.7688
MEM 41.445312 1720666366.8789
MEM 43.507812 1720666366.9887
MEM 44.355469 1720666367.0989
MEM 45.820312 1720666367.2114
MEM 47.480469 1720666367.3212
MEM 49.988281 1720666367.4313
MEM 51.878906 1720666367.5411
MEM 54.531250 1720666367.6510
MEM 56.609375 1720666367.7609
MEM 58.675781 1720666367.8707
MEM 59.621094 1720666367.9813
MEM 61.613281 1720666368.0915
MEM 65.476562 1720666368.2013
MEM 67.515625 1720666368.3112
MEM 69.750000 1720666368.4211
MEM 72.078125 1720666368.5313
MEM 72.886719 1720666368.6412
MEM 73.988281 1720666368.7515
MEM 75.648438 1720666368.8640
MEM 76.539062 1720666368.9673
MEM 79.609375 1720666369.0775
MEM 81.531250 1720666369.1877
MEM 82.621094 1720666369.2975
MEM 82.972656 1720666369.4073
MEM 83.054688 1720666369.5174
MEM 83.832031 1720666369.6272
MEM 84.648438 1720666369.7374
MEM 86.601562 1720666369.8472
MEM 87.070312 1720666369.9571
MEM 87.167969 1720666370.0678
MEM 87.757812 1720666370.1776
MEM 88.238281 1720666370.2879
MEM 88.238281 1720666370.3978
MEM 88.238281 1720666370.5076
MEM 88.238281 1720666370.6173
MEM 88.238281 1720666370.7270
MEM 88.382812 1720666370.8369
MEM 93.546875 1720666370.9467
MEM 101.339844 1720666371.0566
MEM 109.949219 1720666371.1665
MEM 116.046875 1720666371.2764
MEM 123.128906 1720666371.3867
MEM 126.605469 1720666371.4966
MEM 130.957031 1720666371.6065
MEM 137.476562 1720666371.7168
MEM 145.167969 1720666371.8266
MEM 146.128906 1720666371.9365
MEM 150.320312 1720666372.0465
MEM 155.910156 1720666372.1564
MEM 159.621094 1720666372.2597
MEM 160.863281 1720666372.3695
MEM 166.019531 1720666372.4793
MEM 167.652344 1720666372.5895
MEM 169.906250 1720666372.6992
MEM 171.007812 1720666372.8090
MEM 171.972656 1720666372.9183
MEM 174.113281 1720666373.0281
MEM 176.000000 1720666373.1384
MEM 177.101562 1720666373.2486
MEM 178.183594 1720666373.3584
MEM 179.109375 1720666373.4682
MEM 181.027344 1720666373.5780
MEM 182.742188 1720666373.6878
MEM 185.437500 1720666373.7985
MEM 187.402344 1720666373.9084
MEM 189.152344 1720666374.0182
